navigation	limited visibility
guiding	emotional
international airport	passenger service
railroad bridge	riverside
transportation authority	traffic laws
general cargo ship	shipping industry
ship register	international organization
canal lock	using gravity
shipping lane	fairway
rocket engine	lightweight material
radar or sonar	doppler effect
head end car	linked
trade embargo	company
multiple track railway	reduced travel time
organic object	dependent by
cargo ship	consuming fossil fuels
canal structure	lock-based
offshore supply ship	general cargo
ship hatch	remote controlled
vehicle crew	mutual support
ship deck	inspections
general cargo ship	large cargo holds
signalling	critical in technology
tank car	long and cylindrical
radar	location
glider airplane	composite
passenger ship	recreational travel
tugboat	harbor
commercial airport	control tower
fixed bridge	enhancing infrastructure
electronic signalling	power grid
transit shelter	bus stations
vehicle wheel	riding
emergency vehicle	communication equipment
fire boat	waterfront
internal attribute	determines performance
terminal building	information
electrical signalling	transmitting signals
department of transportation	road maintenance
drilling ship	extracting gas
offshore supply ship	offshore oil and gas
partial container ship	merchant ship
trade embargo	individual nation
railway junction	transporting goods
electric device	in industries
tank car	insulated
cargo manifest	digital database
containerization	ci/cd
dangerous goods	solid with high melting point
volume measure	converting between scales
local transit system	evening
single traffic lane	lane markings
partial container ship	freight
atmospheric region	supports aviation
merchant marine	voyages
turbojet engine	gas turbine engine
broad gauge railway	more stable
major air carrier	long-haul
traffic signal	mandatory for traffic regulation
offshore anchorage	marine laws
cab car	minivan
fishing boat	manual
dangerous goods	specific storage required
parking garage	parking slots
ship cabin	office
attaching	permanent fix
transit shelter	lights
surfaced roadway	public use
commercial shipping	customs clearance
cargo handling	customs
keeping	physical storage
commercial shipping	domestic
dual gauge railway	india's dual gauge railway
cubic foot	28316.8 cubic cm
cargo handling	delivering products
water transportation system	tugboat
ship hatch	hatch cover design
road junction	diagonal
cargo ship	mariners
arriving	ship
gallery car	public transportation
commercial airport	flight attendant
vehicle carrier ship	large capacity
canal system	water control
lighter	smoking
parking garage	pay stations
dining car	offering meals
commercial airport	check-in counter
organic compound	living organisms
regulatory process	to maintain standards
train station	connecting trains
organizational process	productivity
bulk cargo	secure storage
cargo handling	bulk goods
deck cargo	customs regulations
pusher tug	company
river port	cargo handling
cargo ship	supply chain
unpaved runway	abandoned airfield
land area	on a moon
ship agent	shipping agent
railroad track	indoor
ship agent	managing inventory
animal powered vehicle	farmer
commercial carrier	courier
turbojet engine	turbojet
spine car	united states
whaling ship	hunter-gatherer
dual gauge railway	separate rails
vehicle crew	dependent
port facility	fueling stations
passenger car	convertible
keeping	monthly
cargo manifest	origin
petroleum pipeline	sea
containerization	operating system
department of transportation	skilled
fish factory ship	selling fish
liner service	connecting cities
petroleum pipeline	routine inspections
paved runway	safety-critical
container terminal	economy
canal system	recreational canal
organic compound	steroids
regulatory process	protection
railroad bridge	allowing people to cross
petroleum product	transportation
spine car	steam locomotive
relational attribute	database
flight schedule	dates
truck tractor	freight hauling
deck cargo	machinery
ship hold	spacious
cargo manifest	shipping terminal
lighter	lighting candles
hangar bay	on a spaceship
keeping	professional
ship agent	adviser
ship register	international register
commercial agent	represents clients
aid to navigation	provides a reference point
ship cabin	lower deck
tractor trailer	port
train station	major
chemical tanker ship	metal
ship register	ship homeport
department of transportation	maintenance staff
set or class	data analysis
lighter	electronic circuit
head end car	stops at a station
commercial carrier	ad-hoc
turboprop airplane	slow
department of transportation	national
transportation authority	state
relational attribute	categorical
vehicle wheel	transporting
transportation device	truck
vehicle carrier ship	coastal waters
terminal building	handling luggage
attribute	class
guiding	using a compass
signalling	request action
train assembly	business travel
minivan	storage compartments
organic object	not synthetic
air traffic control procedure	ground control
glider airplane	silent operation
electronic signalling	hybrid
glider airplane	pilot skill
vehicle crew	plane
hoisting device	cable and pulley system
land area	rural
fire boat	marine protection
truck tractor	heavy
traffic signal	orderly traffic flow
glider airplane	lightweight
commercial shipping	revenue cargo
radio navigation beacon	dependent on distance
freight car	doors
containerization	windows
moving violation	speed zone
turboprop airplane	narrow-body
intentional process	reflection
guiding	reaching destination
water transportation system	weather forecast
ship berth	subject to permits
keeping	memory
government organization	public transportation
multiple track railway	several
drilling ship	rig
hoisting device	underwater
registry ton	short ton
trade embargo	iran-us trade embargo
diesel fuel	petroleum-based
organic object	experiences seasons
hangar bay	well-ventilated
offshore supply ship	offshore
trade embargo	short-term
truck trailer	metal frame
fixed bridge	providing passage
ship agent	container shipping
chemical tanker ship	marine
portable bridge	flexible
cargo ship	importing and exporting
signalling	analog
gallery car	education
keeping	insulating
shipping lane	waterway for transportation
emergency road vehicle	sirens
railroad company	country
freight car	regular inspection
electric motor	generating torque
military watercraft	high
truck trailer	construction sites
surfaced roadway	unpaved
single traffic lane	marked by signs
vehicle carrier ship	loading facilities
freight car	carry freight
radio navigation beacon	land-based
diesel fuel	fuel
diesel fuel	produces less soot
pier	buoys
contract carrier	federal motor carrier safety administration
surfaced roadway	multiple lanes
long ton	united kingdom
offshore anchorage	regularly inspected
jet engine	airplane body
flatcar	large
intermodal transportation	containerized
dining car	food service
jet engine	rocket
radar facility	coast
rocket engine	air
turboprop airplane	atr
vehicle carrier ship	engine-powered
fishing boat	sea
managing	team member
private railcar	metal
ship register	printed book
sea lane	straight sections
cab car	on demand
deck cargo	theft
relational attribute	text
commercial carrier	freight services
deck cargo	ship
ship register	safety
deck cargo	lifting
dangerous goods	separate storage
road transportation system	riding
traffic light	traffic signal
transportation schedule	unreliable
general cargo ship	waterways
radar or sonar	long range
organic compound	food additives
body motion	temporary
legal charge	authority
fishing trawler	anchors
intermodal transportation	transportation of goods or people
commercial airport	shopping
water area	freshwater
ship berthing	securing
liner service	freight forwarder
dual gauge railway	potential for gauge-related issues
ship hatch	emergency use
organic compound	not containing metal
sea lane	steep
radar facility	uses radar waves
land area	usable land
fish factory ship	fishing gear
sport utility vehicle	aggressive
vehicle crew	inspecting
ship berth	docking
drilling ship	drilling rig
airport classification	regional hub
gallery car	carry passengers
intermodal transportation	efficiently moving goods
relational attribute	credit score is a relational attribute of a customer
bill of lading	carrier name
shipping lane	cargo ships
train station	transportation
petroleum product	construction
shipping lane	regulated by
rocket engine	testing and validation
cargo container	wheels
freighter	heavy load
international airport	air traffic management
navigation	process of finding way
merchant marine	fleet of privately owned ships
moving violation	traffic law
arriving	to come
rolling stock	self-propelled
road transportation system	moving goods
gallery car	mode of transportation
vehicle carrier ship	freighter
dining car	coffee
canal system	modern
road transportation system	emergency response
air route	traveling
vehicle crew	commercial
air traffic control tower	responding to emergencies
petroleum product	extracting from natural sources
government organization	departments
offshore supply ship	long-term
rocket engine	variable
contract carrier	sea shipping
transportation device	life jacket
truck tractor	delivery
registry ton	massive
cargo container	ventilation system
jet airplane	rocket
radar or sonar	electromagnetic waves
long ton	2,204.62 lbs
signalling	coordinate
multiple track railway	high-speed corridors
bulk cargo	mining
intentional process	achieving specific objective
waterway junction	branching
dual gauge railway	brazil
signalling	insecure
ocean liner	swimming pool
keeping	holding onto
cable ship	purpose-built
offshore supply ship	fiberglass
passenger ship	offering luxury experience
fish factory ship	cod
offshore supply ship	long
scale test car	test track
vehicle carrier ship	economic importance
petroleum tanker ship	shipping crude oil
merchant marine	international
diesel fuel	refining from crude oil
ship hold	bars
trade embargo	imposing sanctions
commercial carrier	airline
fish factory ship	ship engineers
watercraft	buoyancy
terminal building	food and drink
railroad company	commuter
attaching	mechanism
organizational process	improve
transit terminal	indoor
flight deck	steering column
railway vehicle	long-distance travel
trade embargo	political
radar or sonar	detects speed
petroleum product	chemical feedstock
railroad company	containers
commercial agent	building reputation
petroleum product pipeline	refined products
deepwater port	natural
guiding	sports
emergency road vehicle	rescue team
railroad company	freight service
military watercraft	steam turbine
ship berthing	protection from weather
ship hull	customizable
cargo manifest	manual
flatcar	railway vehicle
electronic device	smart
surfaced roadway	highway system
diesel fuel	high cetane number
cargo handling	security risks
guiding	traveler
navigation light	mast
vehicle carrier ship	modern
intermodal transportation	sea
attaching	temporary
railroad track	landscape
petroleum product	heating
merchant marine	supports economy
deck cargo	bolts
fuel tank	under the hood
ship hatch	exit
intermodal transportation	last-mile delivery
freight car	warehouse
transit stop	food vendors
motor scooter	shed
turbojet engine	high
animal powered vehicle	ancient times
cab car	suburban
transitway	city center
petroleum pipeline	highly regulated
animal powered vehicle	carriage
ship berthing	loading and unloading operations
maritime blockade	trade disruption
petroleum product pipeline	supplying energy
animal powered vehicle	historical
vehicle wheel	transfers power
head end car	carries cargo
ship hold	periodic inspection
transit stop	infrequent
organic object	influences climate
ship hatch	electronic
glider airplane	mountainous terrain
cubic foot	measuring volume
container terminal	small
multiple track railway	busy cities
vehicle registration	renewal
freight car	flatcar
common carrier	railway
ore carrier ship	steam turbine
sea lane	sailing
navigation	military operations
truck tractor	eight
commercial shipping	moving goods
air traffic control procedure	departure control
flatcar	railyard
attribute	numeric
aid to navigation	periodically updated
water area	drinking
truck trailer	steel body
private railcar	chartered for trips
dangerous goods	hazardous materials
port embargo	sanctions
railroad company	cargo handling
port crane	lifting cargo
jet airplane	military
electric motor	produces torque
freight car	sealed
crew list	operating
train assembly	construction
water transportation system	paddle wheel
single traffic lane	pedestrian crossing signs
propeller airplane	composite
commercial agent	business degree
drilling ship	resource extraction
tractor trailer	transport heavy loads
gallery car	public
offshore support ship	passenger
guiding	professional
transit stop	street corner
ocean liner	long distance
local transit system	unionized workers
research ship	supporting marine conservation
shipping lane	economically crucial
tractor trailer	engine in front
deck crane	counterweight
legal charge	recurring
international airport	terminal building design
offshore supply ship	tug-towed
general cargo ship	hold
animal powered vehicle	medieval era
motor scooter	no pollution
deck cargo	transportation
set	orderless
transportation system	long-distance travel
chemical tanker ship	heavy
offshore supply ship	enabling offshore exploration
cab car	carry passengers
sport utility vehicle	seven
commercial shipping	international laws
signalling	warning
fuel tank	underground
road junction	construction
gallery car	exhibit art
vehicle crew	dispatch
water transportation system	diesel engine
turboprop airplane	high-lift wings
fishing boat	radiator
scale test car	measuring drag coefficient
liner service	fixed and variable
transit terminal	24/7
waterway junction	ecological
diesel fuel	toxicity
railcar carrier ship	cabins
turbojet engine	civilian
emergency vehicle	sirens
railroad track	industrial area
cargo manifest	updated during transit
radar	long
port facility	commercial
trade embargo	mediator
offshore support ship	specifically designed
navigation buoy	indicate safe routes
electrical signalling	human body
flight deck	taxiway
railroad bridge	connecting
jet engine	missiles
container ship	logistics firm
waterway junction	lock
canal system	complex infrastructure
freight car	refrigerated car
traffic signal	control traffic
rocket engine	divergent
glider airplane	auto-rotation
canal	dug
passenger car	rearview camera
motor scooter	lights
partial container ship	specialized
railway vehicle	shunting
government organization	specific region
tank car	valves for control
cabotage	infrastructure development
cable ship	supporting global trade
railroad bridge	allow train to pass
ship deck	on a dock
vehicle crew	theory
organic object	indoors
cabotage	operating a ferry
ship hatch	allowing exit
fire boat	by government agency
watercraft	competition
canal	deep
freighter	average
head end car	transporting people
mass measure	precise
keeping	conserving
light fixture	bulbs
electrical signalling	endocrine system
ship deck	cabins
research ship	propeller
contract carrier	real-time tracking
flight deck	air traffic control regulations
vehicle crew	coordinating
pusher tug	maritime transport
organic object	living organisms
navigation light	emit light
petroleum tanker ship	carrying cargo
transportation system	airborne
land area	continental
managing	to be in charge of
air traffic control tower	radio
dry bulk cargo	pneumatic conveyors
transportation company	individuals
fishing vessel	composite
tank car	chemical tanker
international airport	outside city
container terminal	exporters
vehicle registration	suspension
ship hold	deck
arriving	return
terminal building	accommodating
transit route	ferry
emergency vehicle	loud
single traffic lane	pedestrians
signalling	radio waves
port facility	logistics
transitway	moving people
container ship	reinforced
cabotage	imperialism
maritime blockade	surrounding a port with warships
pusher tug	assisting vessels
commercial carrier	airplanes
railway vehicle	wood
crane ship	building oil platforms
transit stop	vehicle
head end car	pulls train
electrified railway	higher than diesel
organizational process	analysis
electric motor	voltage control
turboprop airplane	cargo carrier
bulk cargo	processed
dual gauge railway	rails
road junction	partially regulated
ship berthing	coast
maritime blockade	infringement of freedom of navigation
hoisting device	high-capacity
regulatory process	standard
portable bridge	crossing rivers
transitway	periodically repaved
set	finite
fixed bridge	oceans
drilling ship	cables
air traffic control center	multiple languages
jet airplane	wheels
railway junction	regulated
canal lock gate	lifts and lowers
railcar carrier ship	carrying railcars
general cargo ship	vessel
legal charge	sentence
international airport	flight arrival
drilling ship	24/7
cargo manifest	customer service
transportation system	route
transit route	tram
road junction	industrial
moving violation	speed camera
gallery car	art transportation
railroad track	moving freight
port embargo	prohibition on port activities
rail transportation system	commuter
transportation schedule	on time
local transit system	irregular
transportation schedule	land travel
air traffic control procedure	avoid collisions
cab car	onboard wi-fi
government organization	country capital
cargo handling	warehouse
bulkhead	partitioning
railway vehicle	maintenance depot
organizational process	collaborative
electronic signalling	analog signal
vehicle crew	control tower
motor scooter	popular among students
bulk cargo	tonne
tank car	pumps
road junction	infrequently maintained
vehicle crew	single person
cargo manifest	critical for customs clearance
commercial carrier	safety protocols
scale test car	manufacturing
diesel engine	internal combustion
hangar bay	regular maintenance
transit terminal	fare payment
shipping lane	english channel
merchant marine	cabin crew
drilling ship	high-tech machinery
local transit system	smart traffic management
cargo ship	shipping companies
shipping channel	allowing ships to pass
navigation	trilateration
cabotage	shipping goods between coastal cities
train assembly	station
vehicle crew	performing repairs
contract carrier	critical
navigation light	conventions
volume measure	calibration
water transportation system	modern era
railroad bridge	occasionally replaced
fishing vessel	fishing
vehicle registration	2 years
sea lane	shipping route
commercial shipping	containers
shipping channel	efficiency
deepwater port	maintenance
petroleum product pipeline	laying pipe
crane ship	constructing bridges
parking garage	metered
flight deck	layout
portable bridge	wood
taking off	crucial
refrigerated compartment	ice trays
transportation company	bad
navigation	smartphones
deepwater port	cruise ship terminal
sport utility vehicle	aggressive exterior
electronic device	communication
propeller airplane	wings
commercial airport	security regulations
department of transportation	aircraft
whaling ship	commercial
railway junction	country
passenger railway car	standing room
trade embargo	human rights
guiding	offering guidance
regulatory process	responsive
radar or sonar	echoes
maritime blockade	to disrupt
river port	government agency
transportation device	powered
intentional process	sustainability
railroad track	outdoor
department of transportation	ministry
pier	metallic
train assembly	maglev
local transit system	tunnels
canal system	trade routes
transportation system	low carbon
traffic control process	law enforcement
attaching	fastening
railway vehicle	transport
truck trailer	dry van
electric device	circuit board
chemical tanker ship	environmental risks
ship berthing	loading and unloading
canal structure	strategic
emergency vehicle	rescue helicopter
freight car	freight terminal
international airport	duty-free
road vehicle	two
freighter	light
ore carrier ship	cargo bays
bill of lading	payment tracking
regulatory process	enforcing laws
internal attribute	quantitative
emergency vehicle	first aid kit
water area	large
turbojet engine	expansion
dangerous goods	causes chemical reaction
vehicle registration	local department of motor vehicles
traffic light	regulate traffic flow
air traffic control procedure	aircraft owner
train station	security measures
organic compound	non-metallic
cable ship	supporting global internet connectivity
rail transportation system	bridges
commercial agent	skilled
relational attribute	field
international airport	aircraft
bulkhead	to separate compartments
petroleum tanker ship	oil spill threat
cabotage	shipping between islands
merchant marine	regulated by national authorities
attribute	data storage
deepwater port	repair services
cabotage	shipping of coal from one port to another within a country
rolling stock	providing electricity
minivan	practicality
trade embargo	economic sanctions
ocean liner	cruise line
moving violation	speed limit
air traffic control procedure	optimize flight routes
transportation company	ships
railroad bridge	heavy
offshore anchorage	commercial vessels
ore carrier ship	mining
dual gauge railway	allows for international trade
transportation system	regulations
bulkhead	made of wood
vehicle registration	paper application
military watercraft	paddle
maritime blockade	enforced by naval powers
electrical signalling	millivolt range
transit route	reasonable
vehicle carrier ship	anchoring
signalling	change in concentration
deepwater port	container
road transportation system	development
drilling ship	huge
dangerous goods	explosives
mode of transit	bike path
fishing trawler	flat bottom
fishing vessel	riverbank
government organization	region
multiple track railway	heavy traffic
ship cabin	upper
air traffic control tower	coordinate landings
bulk cargo	important for global trade
transportation system	railway regulations
bulkhead	separates
radar facility	antenna
commercial carrier	parcel
bulk cargo	consumption
petroleum pipeline	marine
registry ton	energy and mining
electronic signalling	radio waves
single traffic lane	urban areas
port facility	trailers
cargo manifest	shipping line
unpaved runway	temporary runway
dry bulk cargo	disposal
dual gauge railway	increased rail capacity
jet airplane	takeoff
fire boat	port
legal charge	international
radio navigation beacon	air
coach railcar	long and narrow
dangerous goods	specific routes to follow
fixed bridge	coast
navigation light	identification
crane ship	lifting equipment
freight car	carry heavy loads
pusher tug	offshore oil operations
offshore anchorage	marine operations
petroleum pipeline	high-cost
ship hold	supporting crew
relational attribute	integer
fish factory ship	providing food
refrigerated compartment	adjustable
material handling equipment	wheels
hangar bay	capacity
multiple track railway	quad track
offshore supply ship	in coastal waters
terminal building	processing passengers
ship berthing	unprotected
electrified railway	moving goods
hopper dredger	open top
spine car	daily driving
water area	waves
propeller airplane	experimental
propeller airplane	tractor
water transportation system	sustainability
liner service	reliable cargo handling
taking off	air travel
portable bridge	overcoming obstacles
truck trailer	semi-truck
port embargo	international pressure
ship berth	designed for specific ship size
glider airplane	popular in 20th century
portable bridge	durable
truck trailer	repairs
radio navigation beacon	receivable by receiver
petroleum product	high energy density
cargo manifest	package details
head end car	vintage
transportation device	global
coach railcar	commuter
jet airplane	swift
etiologic agent	aids
whaling ship	early 20th century
electrified railway	electrical substations
electronic signalling	delayed
transit terminal	provide transportation
air traffic control tower	telephone communication
transportation authority	economic growth
transit terminal	police presence
trade embargo	international organization
standard gauge railway	tourist
dining car	bartender
transit stop	allow passengers to board
minivan	parking lot
government organization	ngos
port facility	near airport
rail transportation system	high capacity
bulkhead	to separate areas
cabotage	international
sea lane	remote
river port	trade facilitator
keeping	repair
freighter	refrigeration
international airport	air traffic control tower
full size van	minivan
container ship	supporting economy
cubic foot	container for liquids
lighter	revolutionary
internal attribute	influences relationships
relational attribute	property of a relation
internal attribute	to calculate results
tractor trailer	long-distance haul
internal attribute	variable that is not directly observable
vehicle carrier ship	transport vessel
intermodal transportation	containerized shipping
road junction	well-signposted
water area	fishing
pusher tug	moving ships
keeping	secured
shipping channel	near port
transit terminal	camera surveillance
port crane	heavy
transportation system	crash testing
container terminal	large building
road vehicle	electric
partial container ship	flexible capacity
passenger ship	library
ship berthing	piracy
deepwater port	heavy equipment
containerization	plastic
dining car	full meal
organizational process	problem-solving
electronic device	occasionally
navigation	planning trip
material handling equipment	gravity
hopper dredger	transportation
petroleum product pipeline	storage
diesel fuel	extraction from crude oil
commercial airport	boarding bridge
volume measure	dry
gallery car	observation car
navigation light	tall structure
air traffic control procedure	cruise
spine car	showing off
canal lock	gate system
cab car	fixed
cargo container	heavy-duty
waterway junction	infrastructure repair
canal lock gate	lift gate
keeping	mental
minivan	transmission
guiding	achieving a target
diesel engine	invented by rudolf diesel
managing	workplace
organic object	molecular
radar facility	mountainous region
attaching	attachment to a surface
sea lane	international
canal structure	medium
waterway junction	distribution
broad gauge railway	incompatible with standard gauge
traffic control process	blue
ocean liner	professional
coach railcar	metal
hopper dredger	electric
canal lock	mechanical advantage
transit route	tourist attraction
transitway	off-ramp
electronic device	memory
attribute	quantifiable
water area	underground
signalling	smoke signal
navigation	air navigation
atmospheric region	has sun
aid to navigation	optional
bulkhead	to maintain pressure
ship hull	catamaran
light truck	off-road adventures
petroleum tanker ship	operating in international waters
passenger ship	luxurious
traffic light	intersections
transitway	parking areas
chemical tanker ship	specialized crew training
road junction	town
department of transportation	planning transportation systems
river port	waterway access
commercial agent	business representative
dual gauge railway	complexity of track maintenance
railroad track	across countries
vehicle crew	respond to emergencies
deck crane	movable
railway junction	moving people
dry bulk cargo	heavy loads
trade embargo	to pressure
legal charge	rehabilitation
cargo manifest	important
chemical tanker ship	coated
navigation	finding directions
truck tractor	commercial
propeller airplane	experience
liner service	volume
ship cabin	mini fridge
bulk cargo	lumber
traffic control process	accident response
attaching	secure connection
commercial shipping	tanker
canal lock gate	canal
crew list	text
long ton	heavy
ship deck	commerce
road transportation system	airbags
fire engine	machine
hangar bay	spaceships
ship hatch	frequently used
navigation buoy	bell
land vehicle	gps
canal system	recreational
offshore support ship	near oil platforms
road transportation system	traffic jam
air route	takeoff and landing points
ship hold	careful handling
managing	accountability
transit terminal	subway
electronic signalling	real-time
organic compound	contains other elements
containerization	wrapping in container
propeller airplane	engine-driven
petroleum pipeline	infrequent
glider airplane	uses gravity
electrified railway	modern signaling
canal structure	length
deck cargo	secured
signalling	signal source
diesel fuel	from natural gas
radar	locate
cabotage	controlled by government
keeping	rarely
general cargo ship	anchoring system
traffic control process	reduced congestion
etiologic agent	plant
paved runway	even
electric device	non-conductive
whaling ship	no longer used
land area	economic
electric device	domestic
ore carrier ship	professional
freight car	metal
cargo handling	evaluation
sea lane	regulated
navigation	declination
taking off	reaching orbit
parking garage	gates
cargo handling	materials
hopper dredger	port
private railcar	affordable
internal attribute	storage
electronic signalling	radio frequency
traffic signal	display traffic rules
scale test car	sensitivity
standard gauge railway	passenger and freight
railway vehicle	network
container terminal	mechanized
railway junction	passenger transport
tugboat	open sea
local transit system	government agency
international airport	customs
deck cargo	unloading
flight deck	repairs
truck trailer	semi-trailer
cable ship	offshore supply vessel
vehicle carrier ship	carrying goods
partial container ship	more flexible
head end car	engineer
commercial airport	gate
petroleum tanker ship	double-hulled
air traffic control tower	data link
ship cabin	luxury suite
ship cabin	shower
signalling	telephone
department of transportation	bureaucracy
deepwater port	near city
electric device	processes
container terminal	alarms
crane ship	shipyard
partial container ship	carry cargo
legal charge	proportional
passenger railway car	connecting to other cars
dining car	various dishes
navigation buoy	reflect light
minivan	large van
organic object	food
electronic signalling	computers
fire boat	port authority
chemical tanker ship	vessel
ship cabin	relaxing
canal lock gate	door
fishing boat	water
liner service	medium
hoisting device	rescue
government organization	privately funded
liner service	historic
hangar bay	ventilation system
pusher tug	fast
sea lane	route
internal attribute	minor
freighter	firm
vehicle registration	address verification
animal powered vehicle	transporting goods
ship hull	submarine
cable ship	internet
jet airplane	comfortable seating
electronic signalling	telecommunications
commercial airport	flight schedules
commercial shipping	customs security
radar	long-range
vehicle wheel	varies
electronic device	cylindrical
transit terminal	journey start
port facility	tractors
railroad bridge	cross a body of water
glider airplane	lift
full size van	seating for many
vehicle crew	attention to detail
freight car	loaded and unloaded
transit shelter	comfort
transit route	loop
petroleum product pipeline	energy
crew list	identification of team members
portable bridge	lightweight
turbojet engine	high fuel consumption
radar facility	encryption
hangar bay	military operations
ship berth	inland
mass measure	pound
flatcar	transportation
relational attribute	fixed
cargo ship	carrying heavy loads
scale test car	height measurement
lighter	cleaning
partial container ship	private owner
traffic signal	right-of-way
offshore support ship	operating in open sea
sea lane	governed by
commercial airport	small
government organization	military personnel
passenger car	manual
contract carrier	imo
light fixture	adjustable brightness
general cargo ship	reef ship
transit route	train
navigation	location
canal lock	invented by
standard gauge railway	passenger transportation
rocket engine	low
aid to navigation	radio
trade embargo	economically damaging
train station	transportation hub
transportation company	scheduled
fuel tank	protected from fire
pier	coastal
transit stop	alighting
watercraft	big
cab car	train driver
terminal building	travel
canal	dredging
railway junction	switching trains
transit stop	fixed schedule
passenger car	4 seat
water area	ruffled
taking off	escape earth's atmosphere
hopper dredger	machines
lighter	flameless
multiple track railway	improved efficiency
terminal building	accommodation
sea lane	fixed
railway vehicle	car
transportation system	commercial service
organic object	microorganisms
organizational process	written
research ship	collect data
train assembly	self-propelled
set	ordered
ocean liner	entertainment venues
legal charge	civil
crew list	hr database
transportation schedule	shared
long ton	heavy industries
hopper dredger	small
transportation schedule	short term
land area	portion of the earth's surface
international airport	charging station
passenger car	suv
general cargo ship	engine
bulk cargo	delicate
railcar carrier ship	massive
electrical signalling	operate electronic devices
unpaved runway	restricted
dangerous goods	labeling
cabotage	maritime
motor scooter	used in urban areas
organizational process	team environment
traffic signal	traffic light
minivan	driveway
cabotage	maritime law
broad gauge railway	china
commercial shipping	move cargo
crane ship	heavy lifting capacity
jet engine	turbine
jet engine	improved over time
light truck	smaller than a semi-truck
personal watercraft	handle
cargo handling	timely
organic object	filters air
fish factory ship	crew
bulk cargo	weight
transportation device	medium
ship cabin	soundproofing
electric device	charger
dangerous goods	avoid mixing with other substances
commercial carrier	low
common carrier	safely transport
chemical tanker ship	specialized materials
merchant marine	global
merchant marine	maintains international relations
deck crane	fixed to ship's deck
ship hull	supporting crew
cargo manifest	intermodal
transit shelter	resting
organic object	evolvable
flight deck	outdoors
scale test car	testing car models
air traffic control tower	regulate air traffic
hoisting device	parts replacement
attaching	paper
hoisting device	proper anchoring
head end car	has a cab
emergency vehicle	firefighting equipment
passenger ship	average
land vehicle	bicycle
land vehicle	work
vehicle crew	follow traffic rules
department of transportation	allocated funds
flatcar	industrial areas
fire boat	coastlines
petroleum tanker ship	pipes
bulk cargo	air
commercial agent	middleman
ship hull	hull plating
port crane	unloading cargo
gallery car	luggage space
organizational process	top-down
body motion	natural
trade embargo	boycott
contract carrier	trucks
coach railcar	open seating
radio navigation beacon	1157 khz
organic object	collected from wild
moving violation	high-traffic zones
tractor trailer	wheels
deck crane	small
terminal building	passenger
petroleum pipeline	repairing damage
atmospheric region	stable
canal	rural
railway junction	industrial
government organization	legislation
jet engine	flying
surfaced roadway	slow
guiding	parent
merchant marine	international agreements
commercial shipping	port security
broad gauge railway	used in some european countries
emergency road vehicle	accident scenes
air traffic control procedure	ensure safe takeoff and landing
refrigerated compartment	office
partial container ship	large capacity
chemical tanker ship	hazmat storage
bulk cargo	economical
tank car	flammable liquids
hangar bay	refuel and repair
pusher tug	towing other vessels
signalling	instruct
watercraft	exploration
deepwater port	coast
full size van	utility
lighter	used in ancient times
deepwater port	loading equipment
offshore anchorage	anchoring point
private railcar	private access
sea lane	economical
organic compound	aroma
electric device	laptop
multiple track railway	environmental impact
ore carrier ship	shipping lane
hangar bay	repairs
relational attribute	field in record
liner service	shipyard
broad gauge railway	transporting heavy loads
ship compartment	above deck
organic compound	as a cleaning agent
traffic light	bike
ocean liner	bars
crew list	online database
transit terminal	shuttle
sea lane	bends
ship berthing	weather monitoring
ship deck	for safety
propeller airplane	agricultural spraying
passenger railway car	large
personal watercraft	large
cargo manifest	destinations
cabotage	permission to carry goods between ports
arriving	arrival ceremony
radar facility	detects and tracks
crew list	organized list
ocean liner	steam
surfaced roadway	local road
land vehicle	delivery
private railcar	train car
railroad track	built on bridges
emergency vehicle	fire hose
electric device	charging
canal lock gate	single lock gate
gallery car	climate control
local transit system	wheelchair accessibility
tugboat	shipping
ship berth	dry
terminal building	staffed
fuel tank	provides energy
parking garage	parking
cab car	station
paved runway	aviation safety standards
parking garage	payment machines
flight deck	commuting
organizational process	daily
navigation	space exploration
organizational process	equipment
offshore support ship	supplying
taking off	escaping gravity
land area	huge
railroad bridge	crosses water
commercial airport	tarmac
shipping lane	economic
ship register	physical record room
mass measure	convertible from
fire engine	trained firefighter
freight car	transport cargo
ocean liner	transport goods
petroleum product pipeline	replacing old sections
tank car	regular inspection
private railcar	luxury bathrooms
ship agent	management
maritime blockade	used in wars and conflicts
offshore supply ship	hoists
personal watercraft	paddle
train station	train arrival and departure point
port city	multicultural
pier	sightseeing
light truck	camping site
transit stop	airport
vehicle wheel	track
aid to navigation	sound
material handling equipment	precision
arriving	present
deck crane	repair
dining car	waiters
deck cargo	personal
ship berthing	marine law
managing	event
road junction	t-shaped
intentional process	making efforts
train assembly	factory
light fixture	modern
fishing trawler	catching fish
air traffic control procedure	controllers
relational attribute	ensuring uniqueness
shipping channel	facilitating maritime trade
transportation schedule	vehicle
common carrier	water
keeping	goods
truck trailer	transporting heavy loads
flight schedule	graph
air traffic control tower	elevated
scale test car	saving time and money
water transportation system	pollution
multiple track railway	heavy haul
lighter	waterproof
river port	water
fire engine	medium
rail transportation system	private company
standard gauge railway	ports
petroleum tanker ship	tanker hull
relational attribute	essential for data integrity
shipping lane	recreational use
relational attribute	composite key
cabotage	land
fire boat	lifeboats
volume measure	necessary for scientific calculations
dual gauge railway	automatic gauge changers
canal system	rivers
cabotage	transporting goods within a country
canal lock	seal lock
vehicle wheel	diameter
transitway	moving goods
ship agent	licensing
