government organization	national security responsibilities
container ship	has cranes features
liner service	carrying cargo function
cargo ship	operating globally operation
cargo manifest	warehousing used for
dangerous goods	flammable properties
flatcar	moving construction materials used for
river port	waterfront terminal types
commercial agent	negotiation skills
canal lock gate	periodic maintenance
maritime blockade	combined types
petroleum product	distillation processing
turboprop airplane	short-range flights use
traffic control process	yield to others rules
petroleum product	industrial machinery common applications
cabotage	freedom to trade within a country's borders meaning
transportation authority	public institution type
offshore anchorage	buoyage type
waterway junction	river delta example of
ship register	confidential information access
local transit system	low capacity
fixed bridge	long characteristics
set	mathematical modeling used for
turbojet engine	heavy disadvantage
fishing vessel	anchored operational
long ton	describing large quantities commonly used for
vehicle crew	vehicle physical location
turbojet engine	low efficiency at low speeds disadvantages
research ship	scientific vessel type
waterway junction	delta geographical features
scale test car	testing car handling purpose
minivan	sliding side doors number of doors
common carrier	transportation of people services offered
keeping	vehicle location
electronic device	information processing functionality
truck tractor	big wheels
air traffic control procedure	efficiently manage airspace objective
tugboat	powerful engines features
offshore anchorage	emergency anchoring used for
mass measure	low precision
dry bulk cargo	port storage location
general cargo ship	transporting supplies used for
navigation light	cylindrical shape
gallery car	railway track located at
dining car	railway location
general cargo ship	port-based operations
keeping	building location
rail transportation system	long distance travel used for
transportation company	non-profit operating model
canal system	engineering feat historical significance
railway junction	regular maintenance
hangar bay	transportation used for
organizational process	specific tasks
ship register	official register purpose
transit stop	public characteristics
rail transportation system	delays disadvantages
petroleum product	cracking production process
tugboat	ocean location
air traffic control tower	efficient air traffic flow purpose
ocean liner	port location
transportation device	road mode
outfit car	cd player features
gallery car	carrying art function
emergency road vehicle	maintaining public safety function
drilling ship	mud system equipment
hoisting device	fall protection safety features
deck cargo	storage purpose
electrified railway	system transportation
ship hull	regularly inspected maintenance
cargo ship	carry heavy loads purpose
paved runway	edge lights features
electric device	communication purpose
scale test car	data logging features
refrigerated compartment	frozen temperature range
aid to navigation	avoiding collisions used for
air route	inclement weather conditions
turbojet engine	uses turbine to accelerate gases working principle
scale test car	testing car's performance purpose
deck crane	mechanical structure
flight deck	runway layout
tugboat	strong pull features
road vehicle	off-road use used for
aid to navigation	marks safe water function
partial container ship	mixed cargo characteristics
tugboat	salvage use
railcar carrier ship	transport goods function
containerization	easy maintenance advantages
department of transportation	driver's license issuance services
cargo handling	insurance regulations
drilling ship	experts crew
radio navigation beacon	dependent on receiver quality accuracy
flight deck	flight attendant personnel
head end car	couplers attached by
electrified railway	electrical isolation safety features
international airport	departure operations
road vehicle	maintained operation
paved runway	straight dimension
standard gauge railway	ballast main components
vehicle crew	large team size
water transportation system	freighter type of vessel
signalling	navigation applications
general cargo ship	shipping industry used for
fishing vessel	vessel type
offshore support ship	ample cabin space
navigation buoy	marking boundaries function
radar facility	short range
electronic signalling	one-way direction
railroad company	mechanics employees
local transit system	ferry type
material handling equipment	efficient transportation purpose
railroad company	public ownership
common carrier	non-discriminatory characteristics
flight deck	flight operation activity
electronic signalling	communication applications
flight schedule	airline information included
emergency road vehicle	emergency response purpose
paved runway	signs features
petroleum product pipeline	fuels industrial processes usage
organizational process	government applications
port facility	container type
cargo handling	efficient delivery importance
offshore support ship	accommodation facilities features
radar or sonar	weather forecasting application
canal structure	tunnels features
canal	water supply function
internal attribute	self-reported measurement
hoisting device	load limiter safety feature
petroleum product	convenient benefits
coach railcar	multiple compartments design
etiologic agent	illness symptoms
deck cargo	delayed delivery risk
standard gauge railway	bridges infrastructure
ship agent	dry cargo specialization
air traffic control procedure	air traffic controller responsibility
road junction	traffic routing function
managing	improve efficiency goal
transportation company	buses fleet
rolling stock	wheels design
drilling ship	oil extraction function
relational attribute	used in database design database management
organic object	water examples
railway junction	industrial importance
waterway junction	fishing human use
cargo manifest	port related to
moving violation	running red light type of violation
train station	staffed by employees operation
broad gauge railway	passenger transportation used for
road transportation system	guardrails safety features
road vehicle	commuting used for
river port	transshipment activities
multiple track railway	near cities location
unpaved runway	expensive maintenance
air traffic control center	weather data data analysis
air traffic control procedure	air traffic control authorities responsibilities
freight car	box-shaped structure
coach railcar	long size
freight car	storing goods purpose
container terminal	maritime industry
container ship	depending on cargo speed
organic compound	can be found naturally characteristics
propeller airplane	medium pilot skill level
ocean liner	large ship type
liner service	business used for
road transportation system	long-distance travel usage
electrical signalling	electrical type
organic object	medicinal uses importance
railroad company	freight charges revenue source
set	can be empty properties
mode of transit	leisure purpose
flight schedule	dates contents
transportation authority	national jurisdiction
common carrier	job creation impact
attaching	link actions
refrigerated compartment	keeps food cold usage
traffic control process	prioritize safety functions
port embargo	economic losses effect
ship berthing	moored security
deepwater port	water-based characteristics
turbojet engine	pollutes disadvantages
port embargo	war historical context
motor scooter	commuting mode of transportation
whaling ship	loading cargo activities
paved runway	grippy surface texture
transportation schedule	national relevance
air traffic control procedure	arrival phases
animal powered vehicle	declining popularity
navigation light	direction function
unpaved runway	airstrip type
government organization	law enforcement function
broad gauge railway	less wear and tear advantages
railcar carrier ship	haul function
full size van	moving purpose
multiple track railway	sleepers components
minivan	8 number of seats
merchant marine	generating revenue role
terminal building	travel agencies services provided
port embargo	trade restriction definition
airport classification	premium level of service
port facility	tourism activities
gallery car	tourist attraction usage
maritime blockade	used in the cuban missile crisis historical significance
vehicle wheel	aerodynamic design
commercial airport	runway facilities
internal attribute	by experimentation measurement
freight car	brakes safety features
passenger car	ferrying people used for
internal attribute	defines identity function
fishing trawler	operated by humans operation
spine car	brake system features
passenger ship	short distance route
standard gauge railway	revolutionized transportation impact
railway junction	critical safety
long ton	trade usage
parking garage	elevator design
common carrier	inexpensive characteristics
international airport	takeoff operations
port crane	port found at
crew list	listing members purpose
freight car	pulled by engine operation
single traffic lane	highway exit location
local transit system	24/7 operating hours
light truck	versatile characteristics
guiding	providing direction purpose
aid to navigation	providing light function
whaling ship	whale catching purpose
containerization	running databases used for
freighter	ocean-going vessel type
merchant marine	container ships types
diesel engine	ships use
electronic signalling	modulator components
keeping	food item
hoisting device	entertainment usage
atmospheric region	stratopause boundary
minivan	large van type of vehicle
fire engine	passengers crew
dangerous goods	use special containers handling requirements
guiding	traveler target audience
port crane	manual operation
aid to navigation	map physical appearance
water area	bend shape
electrical signalling	nerve fiber medium
cab car	long size
ship agent	booking responsibilities
drilling ship	experienced crew
electric device	manual operation
maritime blockade	to gain an advantage goals
transportation schedule	route information included
rolling stock	land used in
passenger car	crossover type
organizational process	improve evaluation
fixed bridge	concrete materials
personal watercraft	fishing use
deck cargo	easily unloading
deck cargo	vehicles type
crew list	written list format
multiple track railway	freight transport use
partial container ship	reduced environmental impact used for
single traffic lane	linear structure
tank car	refueling used for
minivan	passenger vehicle type of vehicle
ship berthing	loading operations
ship hold	compartments divided into
transportation authority	managing transportation systems functions
waterway junction	man-made characteristics
taking off	overcome gravity process
terminal building	security checks facilities
merchant marine	support national economy functions
vehicle crew	face-to-face communication
merchant marine	facilitate international trade role
bill of lading	quantities content
diesel engine	expensive disadvantages
electronic device	working used for
local transit system	frequent frequency
full size van	air conditioning features for passengers
contract carrier	delivering packages responsibilities
diesel engine	transportation uses
traffic control process	efficient traffic flow results
navigation	emergency situations application
rolling stock	moving people function
vehicle crew	hands-on training
port city	lively characteristics
land area	flat shape
whaling ship	whale harpoon equipment
air traffic control tower	coordinates flight paths function
international airport	duty-free shop facilities
petroleum pipeline	spills risk
volume measure	measuring water example
radar facility	processors equipment
international airport	medium size
electrified railway	electric tram operation
crew list	team member role
whaling ship	early 20th century era
electric motor	bearings components
moving violation	fines penalties
atmospheric region	contains meteors characteristics
attribute	inherent nature
crane ship	strong characteristics
ship berthing	harbor type
organic compound	color properties
spine car	railway station found in
commercial carrier	logistics services
sport utility vehicle	lifted suspension features
vehicle registration	proof of insurance documents required
land vehicle	commercial mode of transport
transit shelter	canopy design
commercial shipping	port-to-port methods
crew list	electronic document format
air traffic control procedure	atc software methods
container ship	bulkhead design
paved runway	clear zones safety features
rail transportation system	automatic operation
full size van	cargo capacity
navigation	route optimization functionality
transportation system	capacity planning
legal charge	fines consequences
railway junction	switch function
transportation company	terminals infrastructure
fixed bridge	connect two places function
aid to navigation	sailors used by
railway vehicle	line route
rail transportation system	wi-fi features
managing	overseeing task
electric motor	electromagnetic attraction operating principle
transportation schedule	train station source
flatcar	freight stations commonly found in
deck crane	port operations used in
road transportation system	traffic signals infrastructure
head end car	unique design
road transportation system	tunnels infrastructure
ship hull	weather resistance design considerations
passenger railway car	route location
ship agent	overseeing delivery tasks
shipping lane	english channel examples
navigation light	ensuring safety used for
air route	flight mode
minivan	honda common brands
passenger ship	emergency purpose
fire boat	sturdy construction features
commercial carrier	advertising-based revenue model
road transportation system	license requirements regulations
motor scooter	razor brand
organic object	growing characteristics
glider airplane	fixed wing design
track gauge	imperial gauge types
international airport	ensuring safety operations
aid to navigation	radio mode of operation
scale test car	measuring car performance used for
taking off	adequate fuel requirements
long ton	2000 pounds conversion
railway junction	complex characteristics
broad gauge railway	larger than standard gauge width
water transportation system	tunnels mode
broad gauge railway	replaced by standard gauge history
shipping lane	waterway type
port facility	general cargo type
offshore support ship	accommodation function
organic compound	complex types
vehicle registration	post office location
railcar carrier ship	efficiency features
flight schedule	airline content
transit stop	waiting area facilities
internal attribute	affects behavior importance
sport utility vehicle	rugged exterior design
crane ship	coastal areas location
transit stop	indoor environment
passenger railway car	varies from small to large size
cargo handling	ports facilities
multiple track railway	high-traffic areas typical locations
guiding	problem solving field
military watercraft	slow speed
registry ton	maritime industry context
fishing vessel	patrolling purpose
atmospheric region	thick characteristics
transportation authority	maintain roads responsibilities
spine car	powerful engine performance
railroad track	yard location
international airport	departing used for
road transportation system	safety ratings safety features
ship hull	keel structure
sport utility vehicle	advanced safety features interior features
road transportation system	freight operation
transportation authority	providing public transportation functions
full size van	highway location
internal attribute	data storage use case
commercial agent	license requirements
spine car	with wheels features
light truck	hauling goods purpose
tractor trailer	federal regulations regulations
track gauge	varies by country standardization
contract carrier	faa regulations
navigation	travel applications
internal attribute	data retrieval usage
traffic control process	traffic management methods
transit shelter	protect from rain functionality
multiple track railway	reducing congestion function
diesel engine	generators applications
petroleum product pipeline	large diameter size
turbojet engine	gas turbine engine type
tugboat	remote controlled operation
container ship	officers crew
commercial agent	arranging meetings functions
river port	industry business
organizational process	bottom-up methodology
body motion	medium effort
offshore support ship	high speed
maritime blockade	prevent ships from entering or leaving a port definition
commercial shipping	bulk carrier vessels
dangerous goods	separate from other goods storage
commercial shipping	containers type of cargo
bill of lading	shipper authority
international airport	screening security measures
airport classification	parking facilities
partial container ship	international trade used for
track gauge	trains used for
bulk cargo	tons weight
traffic signal	intersections location
arriving	presently time
registry ton	metric ton unit of measurement
mode of transit	plane examples
transportation system	air mode
truck trailer	tanker type
commercial agent	trustworthy characteristics
land area	oceans natural features
contract carrier	consignee relationship
passenger railway car	heated design
international airport	quiet types
canal lock gate	painting maintenance
water area	coast location
propeller airplane	slow speed flight characteristics
jet engine	convert chemical energy into mechanical energy function
deck crane	efficient characteristics
intermodal transportation	logistics applications
electrified railway	transformer components
vehicle registration	annually expiration
single traffic lane	exclusive characteristics
signalling	request attention purpose
international airport	near city center location
private railcar	storage features
organizational process	organizing components
outfit car	toyota make
hopper dredger	propeller components
traffic control process	speed limits components
hopper dredger	port development used for
offshore support ship	supporting oil and gas operations used for
ship cabin	toilet features
electronic signalling	tv broadcasting example of
electric device	touch screen interface
passenger car	garage location
dual gauge railway	reduced costs advantages
commercial airport	scanning security
container ship	megaship size
land vehicle	long-distance design
head end car	heavy-duty design
ship agent	freight type
multiple track railway	reduced travel time benefits
signalling	visual medium
land area	countries type
drilling ship	sea floor location
transitway	urban area location
offshore support ship	commercial usage
bulkhead	soundproof design
offshore support ship	oil company operator
offshore support ship	open seas location
parking garage	emergency exit safety feature
research ship	monitor marine life function
spine car	extended length
electric motor	industrial equipment uses
railroad track	long structure
bulkhead	angled design
ship hull	welded construction method
arriving	car transportation
common carrier	transportation type
intentional process	effort human involvement
diesel fuel	high energy density advantages
electric motor	highly efficient efficiency
drilling ship	medium size
commercial shipping	delivering products purpose
mode of transit	leisure trip used for
common carrier	flying services
emergency road vehicle	fire hoses equipment
navigation buoy	open sea located at
emergency vehicle	law enforcement function
diesel fuel	trucks uses
electronic device	daily usage
electrified railway	dependent on power supply operation
canal system	environmental concerns impact
flatcar	carrying goods use
flight schedule	table format
freight car	relatively slow speed
propeller airplane	low speed
passenger car	engine propulsion
ship deck	cleaned maintenance
passenger railway car	providing safety function
electrified railway	electricity powered mode of transportation
regulatory process	enforce rules goal
bulkhead	plastic construction
traffic signal	merge types
flight schedule	kiosk accessibility
set	inventory management use in real life
single traffic lane	reduced traffic conflicts purpose
land area	country geographical context
bulk cargo	enormous size volume
mode of transit	traveling purpose
common carrier	fee-based service business model
air traffic control procedure	prioritization of flights principles
freight car	pulled by diesel engine movement
motor scooter	lightweight features
cabotage	permission for a country's ships to operate in another country's waters definition
canal lock gate	controlled by machinery structure
taking off	pilot control
railroad company	international geographic scope
passenger railway car	plastic materials
commercial carrier	logistics revenue stream
electronic device	communicating function
ship berthing	cost concerns
head end car	carriage function
vehicle carrier ship	government owned by
cable ship	telecommunications usage
canal	engineering feat history
container terminal	privately owned management
ship hull	semi-planing design
emergency vehicle	police department operated by
single traffic lane	no turning rules
transportation schedule	online method of communication
cargo manifest	item description contents
portable bridge	can be moved portability
scale test car	factory location
train assembly	depot located at
vehicle wheel	requires balancing maintenance
radar facility	detecting aircraft functionality
liner service	cruise line operator
vehicle registration	vehicle impoundment consequences
radar	locate function
land area	supports life importance
navigation buoy	replacement maintenance
offshore support ship	military operations usage
crew list	assigning roles purpose
arriving	train mode of transport
traffic control process	police officers enforcement
crew list	pilot generated by
deck cargo	expensive shipping cost
ship hold	containers contents
major air carrier	international routes
transportation device	motorcycle mode
canal lock	ports location
ship berth	maintenance functions
signalling	change in concentration principle
freight car	multiple compartments characteristics
traffic light	electric operation
rail transportation system	industry self-regulated regulation
waterway junction	waterway intersection example of
road junction	infrequently maintained maintenance
parking garage	elevators access
passenger railway car	few capacity
common carrier	accessibility purpose
navigation buoy	ocean located at
passenger railway car	luxurious design
radar facility	detecting aircraft purpose
internal attribute	dependent on external factors relation
ship berth	managed by port authorities management
diesel engine	boxer cylinder arrangement
intentional process	professional scope
radar facility	24/7 monitoring operation
hopper dredger	high lift capacity characteristics
transitway	highway system located at
tank car	train attached to
ship berthing	mooring lines safety measures
electrified railway	urban route
land area	wildlife conservation human impact
broad gauge railway	long-distance purpose
electronic signalling	digital signal type
land area	square meter unit
standard gauge railway	united kingdom origin
ocean liner	fine dining luxury
minivan	stylish design
managing	supervision task
canal structure	length size
water transportation system	freighter vehicle
cargo manifest	receiver elements
guiding	decision maker recipient
radar facility	large structure size
keeping	person responsibility
commercial agent	mediates function
dangerous goods	separate from other goods transportation
regulatory process	recurring cycle
road vehicle	gps features
freighter	steel hull structure
rocket engine	generates thrust function
electric motor	electrical current operation
intermodal transportation	combination of different modes definition
spine car	transporting goods used for
vehicle registration	digital document type
electrical signalling	signal transmission type
scale test car	automotive industry usage
dangerous goods	causes fire hazardous properties
electrical signalling	digital signal types
train assembly	yard located at
contract carrier	protecting cargo responsibility
organizational process	management stakeholders
cab car	low speed
diesel engine	machinery application
moving violation	reckless driver's action
petroleum product	pollutes air and water environmental impact
dry bulk cargo	trucks transported by
light truck	off-road driving use
ship deck	observation area function
single traffic lane	city location
airport classification	runways facilities
flight schedule	monitoring flight status purpose
organic compound	dyes uses
air traffic control procedure	distance parameters
port city	lighthouse features
ship berthing	port authority regulation
glider airplane	aerobatics uses
ship agent	freight industry
regulatory process	industry representatives involved parties
standard gauge railway	stations features
ship berthing	mobile berth types
ship hatch	glass construction
train assembly	diesel engine propulsion
shipping channel	weather monitoring maintenance
full size van	side doors features
port embargo	military type
vehicle registration	dmv issuing authority
registry ton	measuring oil used for
airport classification	large aircraft size
cable ship	at sea operation
animal powered vehicle	oxen-drawn type
cargo ship	container ship type
railway junction	connecting different lines function
commercial shipping	local routes
fishing boat	riverbank location
emergency vehicle	crime scene destination
cable ship	laying submarine communications cables function
air traffic control procedure	traffic flow elements
standard gauge railway	from narrow gauge differences
road junction	uncontrolled design
road vehicle	four wheels
electrified railway	grid power source
personal watercraft	gasoline power source
electronic signalling	radio frequency type
contract carrier	managing supply chain responsibilities
land area	small measurement
cargo container	ventilated structure
radio navigation beacon	roads installed at
transitway	tramway types
offshore anchorage	marine structure type
cubic foot	scientific research common applications
crew list	to identify members of a team purpose
volume measure	used in engineering practical applications
commercial airport	handling passengers operations
railway junction	regular repair maintenance
railroad track	replaced when necessary maintenance
passenger railway car	standing capacity
transportation system	regulated safety
multiple track railway	high-capacity purpose
coach railcar	business trip used for
transportation authority	licensing activities
turboprop airplane	jet turbine engine type
flatcar	transportation purpose
broad gauge railway	australia location
attribute	invisible visibility
atmospheric region	weather atmospheric phenomena
government organization	provide services function
port embargo	by government implementation
commercial carrier	transport goods function
port embargo	iran-us relations example
fishing boat	sturdy design
multiple track railway	increased capacity functionality
unpaved runway	testing purpose
transportation authority	reducing environmental impact goals
head end car	trails function
intentional process	purposive nature
container terminal	round-the-clock operation
container terminal	land port type
transit route	public transportation operated by
flight schedule	helping plan travel purpose
transit shelter	to keep passengers dry purpose
dry bulk cargo	loader handling equipment
land area	public management
commercial carrier	shipping fees revenue model
cargo handling	accurate delivery responsibility
guiding	clear style
vehicle crew	pilot job role
intermodal transportation	ship mode
railway junction	transfer between lines function
body motion	slow speed
ship register	size content
ship hold	repair maintenance
radio navigation beacon	aiding navigation purpose
organizational process	flexible characteristics
electrical signalling	electrotonic conduction propagation
atmospheric region	venus location
passenger railway car	modern design
local transit system	cautionary safety
road junction	five-way number of roads
emergency road vehicle	police officer driver role
organic compound	reactive properties
keeping	care method
transit stop	boarding and alighting function
deck crane	construction industry
traffic control process	speed limits methods
coach railcar	station located on
scale test car	automotive companies used by
organic object	living thing origin
atmospheric region	troposphere layer
internal attribute	minor importance
vehicle registration	vehicle details information contained
offshore support ship	vessel type
surfaced roadway	constructed construction
local transit system	connecting places function
canal structure	coast location
crew list	sports type
railway vehicle	route location
railroad track	guiding trains function
passenger car	mid-size size
passenger ship	small passenger capacity
traffic control process	accidents challenges
train station	trains arrive and depart operations
trade embargo	sender countries involved
transitway	built construction
passenger ship	dining facilities
petroleum pipeline	environmental impact risk
common carrier	providing services responsibility
shipping lane	rules for navigation regulations
rocket engine	heat resistance design consideration
crane ship	shipbuilding used in
taking off	collision safety concern
land area	mountain ranges determining factors
spine car	railway category
cargo handling	transportation of products definition
transit route	weekly frequency
dangerous goods	fire risk factors
partial container ship	cargo hold structure
canal lock	tourism used for
intentional process	long-term scope
ship hull	harbor located at
flatcar	port found in
single traffic lane	narrow road feature
vehicle wheel	rimmed structure
deepwater port	tugboats features
jet airplane	research used for
lighter	refillable features
vehicle carrier ship	engine propulsion
turboprop airplane	turboprop propulsion system
dry bulk cargo	bunkers storage
shipping channel	international location
major air carrier	average customer service
set or class	has elements properties
navigation	necessary for exploration importance
air traffic control procedure	en route phases
dry bulk cargo	farms origin
flight schedule	travel agencies available at
sport utility vehicle	off-road capable vehicle type
department of transportation	ministry organizational structure
cargo manifest	customer service audience
petroleum product pipeline	heats homes usage
material handling equipment	warehouse used for
turbojet engine	research institutions developed by
cargo ship	steady speed
air traffic control procedure	aircraft performance monitoring safety measures
minivan	camping groups target audience
traffic light	regulating traffic function
rail transportation system	slower than air speed
electric device	power supply function
guiding	teaching related to
traffic control process	reduced accidents results
road vehicle	high carbon emissions environmental impact
canal lock gate	single-chamber types
transit shelter	easy to clean maintenance
air route	short duration
maritime blockade	cold war historical significance
port crane	hydraulic system features
flight schedule	helping airlines manage purpose
traffic signal	regulate traffic purpose
flatcar	railyard locations
multiple track railway	reduced delays characteristics
railroad company	route planning operations
atmospheric region	has varying temperature characteristics
railroad track	passenger service function
liner service	sea mode of transport
flight deck	communication equipment operations
radar facility	military bases locations
organic object	dead structure
radar facility	computerized system technology
spine car	powered by diesel or electric characteristics
tractor trailer	heavy weight characteristics
ship berthing	yacht vessel type
traffic control process	evening commute times
broad gauge railway	wider than standard gauge definition
whaling ship	motor operation
intermodal transportation	different modes' compatibility challenges
common carrier	safely transporting goods responsibility
railway junction	warning signs safety
commercial carrier	ships infrastructure
organizational process	manual tools
navigation	aviation field
radar or sonar	civilian application
deck crane	cable features
petroleum product pipeline	accidents safety concerns
registry ton	imperial unit of measurement
fishing vessel	steel materials
fishing trawler	marine life target
mass measure	convertible to conversion
canal system	public-private partnership management
cargo container	domestic transportation used for
surfaced roadway	accessing homes function
railway junction	manual control operation
fishing vessel	slow speed
ship berth	marina associated with
air traffic control tower	radar equipment structure
commercial agent	facilitates transactions function
offshore supply ship	large cargo capacity
taking off	overcoming gravity
tank car	aluminum construction
liner service	passengers cargo
unpaved runway	difficult to navigate safety concerns
deck cargo	port storage
transit stop	lights infrastructure
etiologic agent	pathogenic properties
commercial shipping	bulk cargo cargo
ship berth	structure definition
motor scooter	emits less pollution environmental impact
air route	east-west flying direction
flight deck	military aircraft type
attribute	prediction purpose
truck tractor	transporting heavy loads purpose
tank car	chemical transportation used for
transportation schedule	scheduling transportation purpose
hopper dredger	self-propelled features
traffic control process	direct traffic flow purpose
dual gauge railway	used in australia example
freight car	heavy size
local transit system	card payment methods
dual gauge railway	using separate tracks for each gauge implementation
common carrier	held to standards regulation
petroleum pipeline	rupture risk
freighter	propeller propulsion
terminal building	security personnel staff
hangar bay	large enclosure structure
crew list	managing teams usage
bulk cargo	iron ore example of
ocean liner	restaurants furniture
road vehicle	average speed
ship register	documentation purpose
petroleum product	power generation common applications
contract carrier	customer service evaluation criteria
ship compartment	machinery function
broad gauge railway	carrying passengers used for
motor scooter	recreation used for
waterway junction	port type
liner service	sea route definition
government organization	state jurisdiction
vehicle wheel	needs tire pressure check maintenance
container terminal	pier infrastructure
radar or sonar	aircraft navigation uses
transportation device	non-renewable environmental impact
tank car	requiring trained crew operation
air traffic control procedure	optimize flight routes objective
cubic foot	measuring furniture used for
flight deck	good visibility
land area	conservation human impact
intentional process	consciousness awareness
passenger car	diesel fuel type
maritime blockade	gulf war historical examples
single traffic lane	congestion safety
merchant marine	support global economy role
organic object	found in nature location
transportation company	public-private partnership operating model
taking off	starting journey objective
land area	mountainous characteristics
attribute	binary classification
organic compound	texture properties
organic object	earth origin
emergency vehicle	yellow color
intentional process	overcoming procrastination challenges
personal watercraft	wave runner type
fixed bridge	built on viaducts construction
volume measure	temperature related concepts
local transit system	tram type
ship register	customs regulations uses
vehicle carrier ship	shipping company owned by
airport classification	specialized operations
petroleum tanker ship	regulated by international laws operation
flatcar	covered types
glider airplane	uses gravity method of lift
diesel engine	industry applications
organic compound	natural occurrence formation
single traffic lane	traffic light features
flight schedule	date range search criteria
navigation buoy	open sea used in
multiple track railway	long-distance routes location
set	data analysis usage
multiple track railway	increased efficiency function
transit terminal	waiting area facilities
rolling stock	covered design
port embargo	disrupt trade consequences
ship hatch	fire protection safety
ocean liner	cabin accommodations features
commercial carrier	delivery routes services
traffic signal	synchronized operation
canal structure	navigation functionality
navigation buoy	waterways placement
atmospheric region	holds gases function
signalling	nonverbal communication
radar	measuring distance function
mass measure	imperial scale
deepwater port	small size
managing	budgeting tools and techniques
port crane	winch features
passenger ship	luxury type
whaling ship	winches equipment
general cargo ship	small size
port facility	seaport location
port crane	crew operated by
standard gauge railway	compatible rail width
canal	reducing shipping costs purpose
ship compartment	container equipment
air traffic control center	monitoring weather responsibilities
cubic foot	describing size used for
gallery car	art gallery type
freighter	ports found in
port embargo	used in wars history
organic object	responsive behavior
water transportation system	solar panel technology
road vehicle	work purpose
navigation	critical for survival importance
container terminal	logistics companies involved parties
intermodal transportation	complexity disadvantages
traffic light	traffic management significance
intentional process	desire purpose
diesel fuel	vehicle fuel category
hoisting device	industry used for
railcar carrier ship	custom-made design
turbojet engine	military developed by
refrigerated compartment	in a store location
attaching	electrical process
internal attribute	information stored within an object definition
air traffic control procedure	easa regulations governed
deck cargo	port unloaded at
offshore support ship	highly specialized characteristics
offshore anchorage	isolated features
ship hold	measured in tons capacity
passenger railway car	powered by electricity operation
dry bulk cargo	transferring handling
transportation system	risky safety
broad gauge railway	heavy cargo transport purpose
aid to navigation	indicates danger function
legal charge	criminal record consequences
fishing boat	port located at
radar facility	portable size
bulk cargo	energy source purpose
railcar carrier ship	powered by engine propulsion
managing	event areas
material handling equipment	load stability safety
road vehicle	bike category
organic object	nature source
offshore support ship	ship type
air traffic control center	approach control specialization
moving violation	negligent driver's action
ship berth	marina related to
head end car	moving with a train movement
trade embargo	self-imposed types
bill of lading	shipping related to
animal powered vehicle	warfare purpose
container terminal	port authority managed by
traffic control process	accident response process stages
railroad company	regulation history
container terminal	skilled workers
commercial airport	airline operations operations
commercial carrier	large size
air traffic control procedure	en route process
water transportation system	massive size
canal system	government regulated management
internal attribute	virtual type
ship berthing	moor process
waterway junction	shipping traffic
attaching	holding purpose
transportation device	commuting used for
intentional process	consistent reliability
long ton	industry usage
set	a collection of books examples
railway vehicle	tramcar type
offshore supply ship	weather dependent operation
general cargo ship	flexible cargo arrangements capacity
dual gauge railway	increased rail capacity advantages
transitway	increased public transportation benefits
material handling equipment	plastic material
container terminal	distribution function
canal system	private company management
canal lock	pumps and gates mechanism
crane ship	high-tech characteristics
petroleum product pipeline	transporting gas function
water transportation system	cargo ship types of vessels
electrical signalling	information transmission function
flight deck	runway equipment
parking garage	24/7 operation
sea lane	facilitate international trade purpose
railway vehicle	metal material
fishing trawler	steel material
transit shelter	provides protection from weather function
flight deck	fueling equipment equipment
bulkhead	blocks function
cabotage	freedom to trade within a country's borders definition
offshore anchorage	anchorage zone type
deck crane	lifting heavy loads functions
international airport	travel purpose
shipping channel	tourism uses
bulk cargo	hopper car container type
atmospheric region	contains clouds characteristic
crane ship	contractor operated by
flatcar	freight transportation commonly used for
paved runway	asphalt material
guiding	experience source
transportation authority	manage public transportation function
fishing boat	luxurious design
keeping	shelf environment
canal lock	sea port location
railroad bridge	fixed construction
flatcar	industrial area found in
ship hull	ship component of
radar or sonar	frequency modulation principle
organizational process	goals evaluation criteria
road junction	dividing roads function
merchant marine	international trade roles
canal system	economic importance historical significance
radio navigation beacon	vhf signal type
hoisting device	marine vessel location
jet engine	military applications used for
tractor trailer	requires special license operation
air traffic control tower	communication systems equipment
road junction	no traffic control traffic control
department of transportation	driver's education services
navigation light	buoy shape
coach railcar	many people capacity
light truck	rugged characteristics
transit shelter	glass materials
canal	engineering feat historical significance
trade embargo	government target
airport classification	security services offered
multiple track railway	separating traffic function
common carrier	sea mode
transit stop	public place location
ship hold	storage purpose
transit stop	well lit safety
offshore support ship	canteen features
common carrier	economic importance importance
dining car	tables equipment
radar	used in submarines sonar
train station	transit hub function
bulkhead	prevents purpose
moving violation	speeding type of infraction
fire boat	self-sustaining functionality
fish factory ship	processing lines features
fishing boat	life jacket features
ship hull	support function
propeller airplane	fuselage design
passenger ship	regular schedule operation
petroleum pipeline	preventing accidents safety
aid to navigation	informing function
moving violation	driver error cause
international airport	x-ray machines security measures
regulatory process	non-transparent characteristics
moving violation	driver's manual related laws
registry ton	crucial importance
traffic signal	on highways position
liner service	moving people purpose
transit route	commuter route route type
freighter	strong design
terminal building	departure purpose
ship deck	outdoors location
ship deck	vessel part of
bulkhead	firewall use
water transportation system	ships type
contract carrier	logistics company type
canal lock gate	rise movement
trade embargo	oil embargo during arab-israeli war example
ship hull	speed design considerations
organic object	multicellular structure
petroleum product pipeline	rupture safety concerns
radar or sonar	antenna component
arriving	unexpected circumstance
common carrier	regular schedule characteristics
electronic signalling	medical devices applications
trade embargo	iran-us examples
major air carrier	expensive reputation
transit stop	pedestrian crossing access
